date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:49:51	4221023/4221023	---M--	200	added ('OK')	image/png	etag:%2240685f-5a1ee3bc62b9e%22	https://www.saffe.ai/wp-content/uploads/2020/03/store-payments.png	/Users/sel-fcht/websites/test/www.saffe.ai/wp-content/uploads/2020/03/store-payments.png	(from https://www.saffe.ai/use-cases/)
12:49:53	189400/189400	---M--	200	added ('OK')	image/jpeg	etag:%222e3d8-5a1ee616695bc%22	https://www.saffe.ai/wp-content/uploads/2020/03/madrid-motion-1-scaled.jpg	/Users/sel-fcht/websites/test/www.saffe.ai/wp-content/uploads/2020/03/madrid-motion-1-scaled.jpg	(from https://www.saffe.ai/use-cases/)
12:49:54	3834459/3834459	---M--	200	added ('OK')	image/png	etag:%223a825b-5a2890ec59e6e%22	https://www.saffe.ai/wp-content/uploads/2020/04/cybersecurity.png	/Users/sel-fcht/websites/test/www.saffe.ai/wp-content/uploads/2020/04/cybersecurity.png	(from https://www.saffe.ai/use-cases/)
12:50:07	3296218/3296218	---M--	200	added ('OK')	video/mp4	etag:%22324bda-5a27b3b038a56%22	https://www.saffe.ai/wp-content/uploads/2020/04/SAFFE-slide-antifraude-low1.mp4	/Users/sel-fcht/websites/test/www.saffe.ai/wp-content/uploads/2020/04/SAFFE-slide-antifraude-low1.mp4	(from https://www.saffe.ai/use-cases/)
12:50:08	78108/78108	---M--	200	added ('OK')	image/jpeg	etag:%221311c-59d12b8c18e94%22	https://www.saffe.ai/wp-content/uploads/2020/01/saffe1.jpeg	/Users/sel-fcht/websites/test/www.saffe.ai/wp-content/uploads/2020/01/saffe1.jpg	(from https://www.saffe.ai/use-cases/)
12:50:09	12834/12834	---M-Z	200	added ('OK')	application/javascript	etag:%223222-598c0f39f4f00-gzip%22	https://www.saffe.ai/wp-content/plugins/js_composer/assets/lib/bower/skrollr/dist/skrollr.min.js?ver=6.0.5	/Users/sel-fcht/websites/test/www.saffe.ai/wp-content/plugins/js_composer/assets/lib/bower/skrollr/dist/skrollr.min52c7.js	(from https://www.saffe.ai/use-cases/)
12:50:10	653/653	---M-Z	200	added ('OK')	text/css	etag:%2228d-598c0f2f77640-gzip%22	https://www.saffe.ai/wp-content/plugins/keydesign-addon/extensions/social_profiles/social_profiles/css/field_social_profiles_frontend.css?ver=1644925596	/Users/sel-fcht/websites/test/www.saffe.ai/wp-content/plugins/keydesign-addon/extensions/social_profiles/social_profiles/css/field_social_profiles_frontendec52.css	(from https://www.saffe.ai/demo/)
12:50:12	6046/6046	---MC-	200	added ('OK')	application/json	date:Tue,%2015%20Feb%202022%2011:50:11%20GMT	https://www.saffe.ai/wp-json/wp/v2/pages/6220	/Users/sel-fcht/websites/test/www.saffe.ai/wp-json/wp/v2/pages/6220.json	(from https://www.saffe.ai/demo/)
12:50:13	2239/2239	---MC-	200	added ('OK')	application/json	date:Tue,%2015%20Feb%202022%2011:50:12%20GMT	https://www.saffe.ai/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.saffe.ai%2Fdemo%2F	/Users/sel-fcht/websites/test/www.saffe.ai/wp-json/oembed/1.0/embed5e11.json	(from https://www.saffe.ai/demo/)
12:50:13	2331/2331	---M-Z	200	added ('OK')	text/xml	date:Tue,%2015%20Feb%202022%2011:50:13%20GMT	https://www.saffe.ai/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.saffe.ai%2Fdemo%2F&format=xml	/Users/sel-fcht/websites/test/www.saffe.ai/wp-json/oembed/1.0/embedac8e	(from https://www.saffe.ai/demo/)
12:50:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2015%20Feb%202022%2011:50:14%20GMT	https://www.saffe.ai/?p=6220	/Users/sel-fcht/websites/test/www.saffe.ai/index3297.html	(from https://www.saffe.ai/demo/)
12:50:17	9215780/9215780	---M--	200	added ('OK')	video/mp4	etag:%228c9f24-5a1ee82da18cd%22	https://www.saffe.ai/wp-content/uploads/2020/03/Novo-app-modalmais-Onboarding.mp4	/Users/sel-fcht/websites/test/www.saffe.ai/wp-content/uploads/2020/03/Novo-app-modalmais-Onboarding.mp4	(from https://www.saffe.ai/use-cases/)
12:50:17	653/653	---M-Z	200	added ('OK')	text/css	etag:%2228d-598c0f2f77640-gzip%22	https://www.saffe.ai/wp-content/plugins/keydesign-addon/extensions/social_profiles/social_profiles/css/field_social_profiles_frontend.css?ver=1644925724	/Users/sel-fcht/websites/test/www.saffe.ai/wp-content/plugins/keydesign-addon/extensions/social_profiles/social_profiles/css/field_social_profiles_frontend4500.css	(from https://www.saffe.ai/pt/who-we-are/)
12:50:19	29442/29442	---MC-	200	added ('OK')	application/json	date:Tue,%2015%20Feb%202022%2011:50:18%20GMT	https://www.saffe.ai/pt/wp-json/wp/v2/pages/6180	/Users/sel-fcht/websites/test/www.saffe.ai/pt/wp-json/wp/v2/pages/6180.json	(from https://www.saffe.ai/pt/who-we-are/)
12:50:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2015%20Feb%202022%2011:50:19%20GMT	https://www.saffe.ai/pt/?p=6180	/Users/sel-fcht/websites/test/www.saffe.ai/pt/index181a.html	(from https://www.saffe.ai/pt/who-we-are/)
12:50:20	2267/2267	---MC-	200	added ('OK')	application/json	date:Tue,%2015%20Feb%202022%2011:50:19%20GMT	https://www.saffe.ai/pt/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.saffe.ai%2Fpt%2Fwho-we-are%2F	/Users/sel-fcht/websites/test/www.saffe.ai/pt/wp-json/oembed/1.0/embeddc49.json	(from https://www.saffe.ai/pt/who-we-are/)
12:50:20	2355/2355	---M-Z	200	added ('OK')	text/xml	date:Tue,%2015%20Feb%202022%2011:50:20%20GMT	https://www.saffe.ai/pt/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.saffe.ai%2Fpt%2Fwho-we-are%2F&format=xml	/Users/sel-fcht/websites/test/www.saffe.ai/pt/wp-json/oembed/1.0/embedf2c3	(from https://www.saffe.ai/pt/who-we-are/)
12:50:20	6131374/6131374	---M--	200	added ('OK')	image/png	etag:%225d8eae-5a0e33dc09b01%22	https://www.saffe.ai/wp-content/uploads/2020/03/id-verification-saffe.png	/Users/sel-fcht/websites/test/www.saffe.ai/wp-content/uploads/2020/03/id-verification-saffe.png	(from https://www.saffe.ai/use-cases/)
12:50:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2015%20Feb%202022%2011:50:21%20GMT	https://www.saffe.ai/pt	/Users/sel-fcht/websites/test/www.saffe.ai/pt	(from https://www.saffe.ai/pt/who-we-are/)
12:50:22	653/653	---M-Z	200	added ('OK')	text/css	etag:%2228d-598c0f2f77640-gzip%22	https://www.saffe.ai/wp-content/plugins/keydesign-addon/extensions/social_profiles/social_profiles/css/field_social_profiles_frontend.css?ver=1644925725	/Users/sel-fcht/websites/test/www.saffe.ai/wp-content/plugins/keydesign-addon/extensions/social_profiles/social_profiles/css/field_social_profiles_frontend108e.css	(from https://www.saffe.ai/pt/technology/)
12:50:24	14742/14742	---MC-	200	added ('OK')	application/json	date:Tue,%2015%20Feb%202022%2011:50:23%20GMT	https://www.saffe.ai/pt/wp-json/wp/v2/pages/6215	/Users/sel-fcht/websites/test/www.saffe.ai/pt/wp-json/wp/v2/pages/6215.json	(from https://www.saffe.ai/pt/technology/)
12:50:25	2267/2267	---MC-	200	added ('OK')	application/json	date:Tue,%2015%20Feb%202022%2011:50:24%20GMT	https://www.saffe.ai/pt/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.saffe.ai%2Fpt%2Ftechnology%2F	/Users/sel-fcht/websites/test/www.saffe.ai/pt/wp-json/oembed/1.0/embed86f6.json	(from https://www.saffe.ai/pt/technology/)
12:50:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2015%20Feb%202022%2011:50:24%20GMT	https://www.saffe.ai/pt/?p=6215	/Users/sel-fcht/websites/test/www.saffe.ai/pt/indexd6c3.html	(from https://www.saffe.ai/pt/technology/)
12:50:25	2355/2355	---M-Z	200	added ('OK')	text/xml	date:Tue,%2015%20Feb%202022%2011:50:25%20GMT	https://www.saffe.ai/pt/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.saffe.ai%2Fpt%2Ftechnology%2F&format=xml	/Users/sel-fcht/websites/test/www.saffe.ai/pt/wp-json/oembed/1.0/embed5aa5	(from https://www.saffe.ai/pt/technology/)
12:50:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2015%20Feb%202022%2011:50:26%20GMT	https://www.saffe.ai/pt	/Users/sel-fcht/websites/test/www.saffe.ai/pt	(from https://www.saffe.ai/pt/technology/)
12:50:28	28290/28290	---MC-	200	added ('OK')	application/json	date:Tue,%2015%20Feb%202022%2011:50:27%20GMT	https://www.saffe.ai/pt/wp-json/wp/v2/pages/6212	/Users/sel-fcht/websites/test/www.saffe.ai/pt/wp-json/wp/v2/pages/6212.json	(from https://www.saffe.ai/pt/use-cases/)
12:50:29	2268/2268	---MC-	200	added ('OK')	application/json	date:Tue,%2015%20Feb%202022%2011:50:28%20GMT	https://www.saffe.ai/pt/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.saffe.ai%2Fpt%2Fuse-cases%2F	/Users/sel-fcht/websites/test/www.saffe.ai/pt/wp-json/oembed/1.0/embed8820.json	(from https://www.saffe.ai/pt/use-cases/)
12:50:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2015%20Feb%202022%2011:50:28%20GMT	https://www.saffe.ai/pt/?p=6212	/Users/sel-fcht/websites/test/www.saffe.ai/pt/index85ad.html	(from https://www.saffe.ai/pt/use-cases/)
12:50:29	2356/2356	---M-Z	200	added ('OK')	text/xml	date:Tue,%2015%20Feb%202022%2011:50:29%20GMT	https://www.saffe.ai/pt/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.saffe.ai%2Fpt%2Fuse-cases%2F&format=xml	/Users/sel-fcht/websites/test/www.saffe.ai/pt/wp-json/oembed/1.0/embedab91	(from https://www.saffe.ai/pt/use-cases/)
12:50:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2015%20Feb%202022%2011:50:30%20GMT	https://www.saffe.ai/pt	/Users/sel-fcht/websites/test/www.saffe.ai/pt	(from https://www.saffe.ai/pt/use-cases/)
12:50:32	6249/6249	---MC-	200	added ('OK')	application/json	date:Tue,%2015%20Feb%202022%2011:50:31%20GMT	https://www.saffe.ai/pt/wp-json/wp/v2/pages/6220	/Users/sel-fcht/websites/test/www.saffe.ai/pt/wp-json/wp/v2/pages/6220.json	(from https://www.saffe.ai/pt/demo/)
12:50:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2015%20Feb%202022%2011:50:32%20GMT	https://www.saffe.ai/pt/?p=6220	/Users/sel-fcht/websites/test/www.saffe.ai/pt/index3297.html	(from https://www.saffe.ai/pt/demo/)
12:50:33	2269/2269	---MC-	200	added ('OK')	application/json	date:Tue,%2015%20Feb%202022%2011:50:32%20GMT	https://www.saffe.ai/pt/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.saffe.ai%2Fpt%2Fdemo%2F	/Users/sel-fcht/websites/test/www.saffe.ai/pt/wp-json/oembed/1.0/embedfae1.json	(from https://www.saffe.ai/pt/demo/)
12:50:33	2357/2357	---M-Z	200	added ('OK')	text/xml	date:Tue,%2015%20Feb%202022%2011:50:33%20GMT	https://www.saffe.ai/pt/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.saffe.ai%2Fpt%2Fdemo%2F&format=xml	/Users/sel-fcht/websites/test/www.saffe.ai/pt/wp-json/oembed/1.0/embed0e7e	(from https://www.saffe.ai/pt/demo/)
12:50:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2015%20Feb%202022%2011:50:34%20GMT	https://www.saffe.ai/pt	/Users/sel-fcht/websites/test/www.saffe.ai/pt	(from https://www.saffe.ai/pt/demo/)
12:50:54	26815910/26815910	---M--	200	added ('OK')	video/mp4	etag:%221992da6-5a1ee2d8418ce%22	https://www.saffe.ai/wp-content/uploads/2020/03/Carulla-Nuevo-Carulla-SmartMarket-Facebook.mp4	/Users/sel-fcht/websites/test/www.saffe.ai/wp-content/uploads/2020/03/Carulla-Nuevo-Carulla-SmartMarket-Facebook.mp4	(from https://www.saffe.ai/use-cases/)
